Bavarian dialect,German,Meaning,Factual similarity,Grammar differs?,Reasons?
As Rajon Ukmergė is 1950 van Beziak Ukmergė (27 Kroas und Stod Ukmergė) buidd worn.,In Sowjetlitauen wurde 1950 das Rajon Ukmergė aus dem damaligen Bezirk Ukmergė (27 Kreise und Stadt Ukmergė) gebildet.,4.0,The dialect sentence misses details,False,
Van 1. Novemba 1864 bis zan 31. Oktoba 1909 is af diesa Stroß a Maut eahom worn.,Vom 1. November 1864 bis zum 31. Oktober 1909 wurde auf dieser Straße eine Maut erhoben.,5.0,,True,
Da Ort is in oam Schutzbriaf vom Kini Arnulf vo 889 easchtmois eawähnt worn.,Der Ort wurde in einem Schutzbrief des Königs Arnulf von 889 erstmals erwähnt.,5.0,,True,
Da Sää liegd in om Nodlwoidgebiet on da Bundesstroß 96 und da Eisnbohlinie vo Neistrelitz noch Fiaschtnbeag/Havel.,Der See liegt in einem Nadelwaldgebiet an der Bundesstraße 96 und der Eisenbahnlinie von Neustrelitz nach Fürstenberg/Havel.,5.0,,False,
"1821 is aus de Orte ""Etzelwang"", ""Ziegelhütten"", ""Albersdorf"" und ""Tabernackel"" de ""Gmoa Neidstein"" im Kinereich Bayern buidt worn.","Im Jahre 1821 wurde aus den Orten ""Etzelwang"", ""Ziegelhütten"", ""Albersdorf"" und ""Tabernackel"" die ""Gemeinde Neidstein"" im Königreich Bayern gebildet.",5.0,,True,
"Im Fruahjoa 1849 is daun da kaisalige Beföh kema: ""Da Bauhnbau iwan Semmering is fuatzsetzn."" Es woa a möadarische Bauschtö.",Der Baubeginn für die Semmeringbahn war 1848.,2.0,,False,
Crosses liegd im Berry uma 16 Kilometa ostsidestli vo Bourges.,Crosses liegt im Berry etwa 16 Kilometer ostsüdöstlich von Bourges.,5.0,,False,
"De Region is bekonnd fia'n kajkavischn Dialekt vo da krowodischn Sproch, wejcha da slowenischn Sproch ehnld.","Die Region ist bekannt für den kajkavischen Dialekt der kroatischen Sprache, welcher der slowenischen Sprache ähnelt.",5.0,,False,
"Da Woiwodschoftsmarschoi wead vom Woiwodschoftsdog (poinisch: ""sejmik województwa"") nominiat.","Der Woiwodschaftsmarschall wird vom Woiwodschaftstag (Polnisch: ""sejmik województwa"") nominiert.",5.0,,False,
Bereits am 15. März 1922 wurde da easte Geheimvatrog mid oana Investitionshechn vo 140 Milliona Reichsmark obgeschlossn.,Bereits am 15. März 1922 wurde der erste Geheimvertrag mit einer Investitionshöhe von 140 Millionen Reichsmark abgeschlossen.,5.0,,False,
De Provinz Las Tunas gliedad se in ocht Municipios.,Die Provinz Las Tunas gliedert sich in acht Municipios.,5.0,,False,
Röllfeld und Klingenberg san bauli zammgwoxn.,Röllfeld und Klingenberg sind baulich zusammengewachsen.,5.0,,False,
Im Haptort vo da Gmoa befindt se a Bohhof on da Bahnstrecke Ancona–Lecce.,Im Hauptort der Gemeinde befindet sich ein Bahnhof an der Bahnstrecke Ancona–Lecce.,5.0,,False,
"De Maß, aa ""Maßbach"" gnennt, is a knopp ocht Kilometa longa linka bzw. sidlicha Zuafluss vo da Lauer in Untafrankn.","Die Maß, auch ""Maßbach"" genannt, ist ein fast neun Kilometer langer linker und südlicher Zufluss der Lauer in Unterfranken.",4.0,Minor factual inconsistency,False,
2008 is des Gebiet Kaffrine im Ostn vo Kaolack a eingne Region worn.,Im Jahr 2008 wurde das östliche Département Kaffrine als Region Kaffrine aus der Region Kaolack ausgegliedert.,4.0,Different details,True,different phrasing
Si liegt im Regionoin Natuapark Vexin français.,Sie liegt im Regionalen Naturpark Vexin français.,5.0,,False,
"De Quej liegt in da Nechn vo Rohrbrunn im Houchspessart an da ""Stootsstroß 2317"" untahoib vom ""Dammbeag"".","Die Quelle liegt nahe Rohrbrunn im Hochspessart an der ""Staatsstraße 2317"" unterhalb des ""Dammberges"".",5.0,,False,
Sitz vo da Vawoitungsgmoaschoft is Rain.,Sitz der Verwaltungsgemeinschaft ist Rain.,5.0,,False,
"Gmoaschoftsvoasitznda is da Buagamoasta vo Pfakofen, Reinhold Winter.","Gemeinschaftsvorsitzender ist der Bürgermeister von Pfakofen, Reinhold Winter.",5.0,,False,
"Om 15. Oktoba 2005 hom vo 463.710 Wähla 97,15 % mid Jo fia de neie Vafossung gstimmd.","Am 15. Oktober 2005 stimmten von 463.710 Wähler 97,15 % mit Ja für die neue Verfassung.",5.0,,True,
De duach'n Ortstei valaffnde Bohlinie geht vo Nezamyslice noch Olomouc.,Die durch den Ortsteil verlaufende Bahnlinie geht von Nezamyslice nach Olomouc.,5.0,,False,
Finney County is a Beziak im Bundesstoot Kansas in da USA.,Finney County ist ein County im Bundesstaat Kansas der Vereinigten Staaten.,5.0,,False,synonyms used
"Nochboagmoana san: Azzio, Casalzuigno, Castelveccana, Cittiglio und Gemonio.","Die Nachbargemeinden sind Azzio, Casalzuigno, Castelveccana, Cittiglio und Gemonio.",5.0,,False,
"Aa a weiträumige Ortsumgehungsstroß is baut worn, um doduach de duachn Innenort fiahrande Stootsstroß 230o zu entlastn.","Auch eine weiträumige Ortsumgehungsstraße wurde errichtet, um dadurch die durch den Innenort führende Staatsstraße 2309 zu entlasten.",4.0,Minor factual inconsistency,True,
Im Joar 2001 hod's 20.659 Eihwohna ghod.,Im Jahr 2001 hatte es 20.659 Einwohner.,5.0,,True,
"Grenzn duad's on Eritrea, on Sudan, on Sidsudan, Kenia, Somalia und Dschibuti.","Das Land am Horn von Afrika grenzt an Eritrea, den Sudan, den Südsudan, Kenia, Somalia und Dschibuti.",,,False,
Tannfeld is a Ortstei vom Moakt Thurnau im Landkroas Kulmbach.,"Tannfeld (umgangssprachlich: ""Dannfelld"") ist ein Gemeindeteil des Marktes Thurnau im Landkreis Kulmbach (Oberfranken, Bayern).",4.0,The dialect sentence misses details,False,
Se soit ned mid da privatn Saint Louis University vawexlt wean.,"Sie sollte nicht mit der privaten Saint Louis University verwechselt werden, die eine ähnliche Zahl von Studierenden hat.",4.0,The dialect sentence misses details,False,
Höllmühl liegt an da Menach und direkt sidli vo da Stootsstroß 2147.,Die Einöde liegt an der Menach und direkt südlich der Staatsstraße 2147.,4.0,,False,different words
Altfeld is a Ortstei vo da Stod Marktheidenfeld im untafränkischn Landkroas Moa-Spessart in Bayern.,Altfeld ist ein Ortsteil der Stadt Marktheidenfeld im unterfränkischen Landkreis Main-Spessart im deutschen Bundesland Bayern.,4.0,The dialect sentence misses details,False,
Da Sitz vo da Vawoitung is Cameron.,Der Verwaltungssitz (Parish Seat) ist Cameron.,4.0,The dialect sentence misses details,False,
Rooks County is a Beziak im Bundesstoot Kansas in da USA.,Rooks County ist ein County im Bundesstaat Kansas der Vereinigten Staaten.,5.0,,False,synonyms used
De Partetua vom Michael Hebenstreit ist nimma zum auffind'n.,Die Partitur von Michael Hebenstreit ist verschollen.,5.0,,False,synonyms used
"Da Beziak hod a Fläche vo 1047 Quadratkilometa, dovo san 51 Quadratkilometa Wossafläche.","Das County liegt im mittleren Nordosten von Kansas und hat eine Fläche von 1047 Quadratkilometern, wovon 51 Quadratkilometer Wasserfläche sind.",3.0,The dialect sentence misses details,False,different phrasing
De heitige Kreizbeaga Pfarrkiach und de erste Schui vo dem Oat san um 1500 awähnt.,Die heutige Kreuzberger Pfarrkirche und die erste Schule des Ortes wurden um 1500 erstmals erwähnt.,4.0,The dialect sentence misses details,True,
Honduras is in 18 Beziake (Departamentos) untateit.,Honduras gliedert sich in 18 Verwaltungsbezirke (Departamentos).,4.0,The dialect sentence misses details,True,synonym used
Zischendorf is a Ortstei vo da Stod Feuchtwangen im Landkroas Ansbach in Middlfrankn.,"Zischendorf ist ein Gemeindeteil der Stadt Feuchtwangen im Landkreis Ansbach (Mittelfranken, Bayern).",4.0,The dialect sentence misses details,False,synonym used 
"De Einöde liegt am Büchenboch, oam rechtn Zuafluss vo da Fränkischn Rezat.","Die Einöde liegt am Büchenbach, einem rechten Zufluss der Fränkischen Rezat.",5.0,,False,
1752 hod des Doaf 66 Onwesn zäjht.,1752 zählte das Dorf 66 Anwesen.,5.0,,True,
Rodigo is vamutli zwischn 1050 und 1100 entstondn.,Rodigo ist vermutlich zwischen 1050 und 1100 entstanden.,5.0,,False,
"Da urspringliche Noma Rintburi bsteht aus de oidhochdeitschn Weata ""rint"" und ""buri"".","Der ursprüngliche Name Rintburi besteht aus den althochdeutschen Wörtern ""rint"" und ""buri"".",5.0,,False,
Dogeng is Gotland a industrieschwochs Gebiet.,Dagegen ist Gotland ein industrieschwaches Gebiet.,5.0,,False,
Da Siez van Kroasamt woa in Churwalden.,Der Sitz des Kreisamtes war in Churwalden.,5.0,,False,
"1847 hod ma fia de Druckarei a modeane ""Schnöpreß"" augschoft.",Ab 6. Oktober 1945 fungierte die „Demokratischen Druck- und Verlagsgesellschaft“ als unabhängiger Herausgeber der Oberösterreichischen Nachrichten.,2.0,,False,
"Herausgeba woan Herman Nohl, Otto Friedrich Bollnow und Wilhelm Flitner.","Herausgeber waren Herman Nohl, Otto Friedrich Bollnow und Wilhelm Flitner.",5.0,,False,
"De Resolution is Kanada, Costa Rica, Deitschland, Litauen, Poin und vo da Ukraine initiad.","Die Resolution wurde von Kanada, Costa Rica, Deutschland, Litauen, Polen und der Ukraine eingeleitet.",5.0,,True,synonym used
"Ea liegd im Woid vo Rude (""Rude Skov"") unmiddlboa estli vo Ebberødgård.","Er liegt im Wald von Rude (""Rude Skov"") unmittelbar östlich von Ebberødgård.",5.0,,False,
"Grod in ana komplexa werdandn Wissnsgsöjschoft werd da Schnittstellnkompetenz in de Bereich Wiatschoft, Rechd und Gsöjschoft wieda mehra Bedeitung beigmessn.","Gerade in einer komplexer werdenden Wissensgesellschaft wird der Schnittstellenkompetenz in den Bereichen Wirtschaft, Recht und Gesellschaft wieder mehr Bedeutung beigemessen.",5.0,,False,
"Da Zuasotz ""Ober"" untascheiddn vom Ort Unterschur toiobweats.","Der Zusatz ""Ober"" unterscheidet ihn vom Ort Unterschur talabwärts.",5.0,,False,
Da Boch fliaßt znächst sidwärts duach a Woidgebiet.,Der Bach fließt zunächst südwärts durch ein Waldgebiet.,5.0,,False,
Unta n Karel IV. is zer an kulturelln Afbleja kumma.,Der Erste Weltkrieg bedeutete eine Zäsur der bestehenden Kultur.,,,False,
"Am östlichn Ortsrond fliaßt de Paar, a rechtsseitiga Nemfluss vo da Donau.","Am östlichen Ortsrand fließt die Paar, ein rechtsseitiger Nebenfluss der Donau.",5.0,,False,
A Schuihaus is im Joar 1839 gfoigt.,Ein Schulhaus folgte im Jahr 1839.,5.0,,True,
Se ghead administrativ zan: Arrondissement Bourges und zan Kanton Saint-Doulchard.,Sie gehört zum Arrondissement Bourges und zum Kanton Saint-Doulchard.,5.0,,False,
Asbach-Bäumenheim is a Gmoa im schwäbischn Landkroas Donau-Rias.,Asbach-Bäumenheim ist eine Gemeinde im schwäbischen Landkreis Donau-Ries.,5.0,,False,
Im gmoafreien Gebiet liegt a Exklave vo Motten.,Im gemeindefreien Gebiet liegt eine Exklave von Motten.,5.0,,False,
"Des Kirchdoaf hod 590 Eihwohna und a Gemarkungsflech vo 151,62 Hektar.","Das Kirchdorf hat 590 Einwohner und eine Gemarkungsfläche von 151,62 Hektar.",5.0,,False,
De Kroasstod Westerstede liegd sidwestlich vom Zentrum.,Die Kreisstadt Westerstede liegt südwestlich des Zentrums.,5.0,,False,
"Lajos) noch sein Votta em V""ladislav II"", Kini vo Behmen und Ungarn wuan.",1526 folgte sein entscheidender Sieg bei Mohács über den ungarischen König Ludwig II.,,,False,
"Carnation (engl.: ""De Nelkn"") is a Schweiza Rockband.","Carnation (engl. ""Die Nelke"") war eine Schweizer Rockband.",4.0,,True,grammar changes meaning
"Es bfindd se im Noadn vom Land und umfossd a Fläch vo 482 km² (0,3 % vom Stootsterritorium).","Es befindet sich im Norden des Landes und umfasst eine Fläche von 482 km² (0,3 % des Staatsterritoriums).",5.0,,False,
De Einöde liegt uma drei Kilometa sidli vo Eurasburg.,Die Einöde liegt circa drei Kilometer südlich von Eurasburg.,5.0,,False,
Se grenzd: im Sidn on de Provinz Nueva Ecija und im Westn on Tarlac.,Sie grenzt im Süden an die Provinz Nueva Ecija und im Westen an Tarlac.,5.0,,False,
De Gmoa Leidersbach is iwawiengd remisch-katholisch.,Die Gemeinde ist überwiegend römisch-katholisch.,5.0,,False,
Da Ort Eisenhart liegt westli an da Stootsstroß 2140.,Der Ort Eisenhart liegt westlich an der Staatsstraße 2140.,5.0,,False,
"De greßtn san vo links de ""Rancina"" und de ""Gesone"" und vo rechts de ""Boggione"", ""Lisascora"" und de ""Grantorella"".","Die größten sind von links die ""Rancina"" und die ""Gesone"" und von rechts die ""Boggione"", die ""Lisascora"" und die ""Grantorella"".",5.0,,False,
"Saint-Loup liegt uma 23 Kilometa sidestli vo Agen on da Garonne, in de hia da Arrats mindt.","Saint-Loup liegt etwa 23 Kilometer südöstlich von Agen an der Garonne, in die hier der Arrats mündet.",5.0,,False,
Noch da Freiwijigkeitsphase is om 1. Jenna 1978 de Gmoa Steinbach zwongsweis zu Johannesberg kemma.,Nach der Freiwilligkeitsphase kommt am 1. Januar 1978 die Gemeinde Steinbach zwangsweise zu Johannesberg.,5.0,,True,
Kuituarej gseng zejd ma Slowenien und Krowozien ned zum Balkan.,"Aus den Balkankriegen und dem Ersten Weltkrieg gingen vor allem Serbien, Rumänien und Griechenland gestärkt hervor.",2.0,,False,
Nechstglengna Beag ist da Weißenstein.,Nächstgelegener Berg ist der Weißenstein.,5.0,,False,
"De Gmoa liegt uma 10 Kilometa sidestli vo Mantua am ""Parco regionale del Mincio"".","Die Gemeinde liegt etwa 10 Kilometer südöstlich von Mantua am ""Parco regionale del Mincio"".",5.0,,False,
Maingründel ia a Kiachdoaf und Ortstei vo da Gmoa Kutzenhausen.,Maingründel ist ein Kirchdorf und Ortsteil der Gemeinde Kutzenhausen.,5.0,,False,
Am 1. Jenna 1978 is de Eihgmoanung in de Stod Schwabmünchen eafoigt.,Am 1. Januar 1978 erfolgte die Eingemeindung in die Stadt Schwabmünchen.,5.0,,True,
Sitz vo da 1978 grindtn Vawoitungsgmoaschoft is Schirnding.,Sitz der 1978 gegründeten Verwaltungsgemeinschaft ist Schirnding.,5.0,,False,
"Da Kroas hod a Gsomtfläch vo 6714 km², des entsprichd 2,81 % vo da Fläch vo Rumänien.","Der Kreis hat eine Gesamtfläche von 6714 km², dies entspricht 2,81 % der Fläche Rumäniens.",5.0,,False,
Im Zug vo de Vawoitungsreforma in Bayern is midm Gmoaedikt vo 1818 de heitige Gmoa entstondn.,Im Zuge der Verwaltungsreformen in Bayern entstand mit dem Gemeindeedikt von 1818 die heutige Gemeinde.,5.0,,True,
Des gmoafreie Gebiet werd vo da junga Baunach duachflossn.,Das gemeindefreie Gebiet wird von der jungen Baunach durchflossen.,5.0,,False,
Des Gmoagebiet umfosst a Fläch vo 22 km².,Das Gemeindegebiet umfasst eine Fläche von 22 km².,5.0,,False,
"Gunzenbach is Gmoatei vom Moakt Mömbris im Landkroas Aschaffenburg, Bayern.","Gunzenbach ist Gemeindeteil des Marktes Mömbris im Landkreis Aschaffenburg, Bayern.",5.0,,False,
"Gemeinsaum san's füa de Beziak Wieden, Margareten, Favoritn, Simmering sowia Teu' von de Beziak Landstraße und Liesing zuaständich.","Gemeinsam betreuen sie die Bezirke Wieden, Margareten, Favoriten, Simmering sowie Teile der Bezirke Landstraße und Liesing.",4.0,,False,slight diff. in meaning
Am 12. Aprui 1847 hande easchdn siim Fleß mid Breda fo Zwiesl af Rengschburg gfon gwen.,Am 12. April 1847 gingen die ersten sieben Flöße mit Brettern von Zwiesel nach Regensburg ab.,,,False,
Da Powiat Zamojski is a Powiat (Landkroas) in da ischn Woiwodschaft Lublin.,"Der Powiat Zamojski ist ein Powiat ""(Kreis)"" in der polnischen Woiwodschaft Lublin.",,,False,idf if ischn = polnisch
In diesm Toi befindt se Salt Lake City.,Im Salt Lake Valley befindet sich Salt Lake City.,4.0,The dialect sentence misses details,False,
De Fläch vom Stodgebiet betrogt 4 km².,Die Fläche des Stadtgebiets beträgt 4 km².,5.0,,False,
Vo dej weitan wichtingan Autorn vo da Unitas Fratrum kõ ma en Johannes Černý-Nigranus un en Johannes Augusta nenna.,"Ein Apologet der Brüdergemeinde war Jan Blahoslav, ein Historiker der Gemeinde und Verfasser der „Gramatika česká“.",2.0,,False,
Da Sitz vo da Vawoitung is Mena.,Der Verwaltungssitz (County Seat) ist in Mena.,4.0,The dialect sentence misses details,False,
Zwischn 1991 und 2001 is de Eihwohnazoih vo 25.978 af 27.276 gstieng.,Zwischen 1991 und 2001 stieg die Einwohnerzahl von 25.978 auf 27.276.,5.0,,True,
Zua Gemarkung gheat de Einöde Schwadermühle.,Zur Gemarkung gehört die Einöde Schwadermühle.,5.0,,False,
Da Kanton Capellen umfosst zehn Gmoa (Eihwohnazoin vom ).,Der Kanton Capellen umfasst neun Gemeinden (Einwohnerzahlen vom ).,,,False,both are incomplete
"Pazifischa Ozean (Pazifik, Stija Ozean).","Pazifischer Ozean (Pazifik, Stiller Ozean).",,,False,both are incomplete
Da Biferno valafft am estlichn Rond vo da Gmoa.,Der Biferno verläuft am östlichen Rand der Gemeinde.,5.0,,False,
Er fliaßt in sidöstliche Richtung noch Goldbach.,Er fließt in südöstliche Richtung nach Goldbach.,5.0,,False,
"Im 14 Joahundat hom ""florentinische""- und ""lombardische Bankn"" den Wexl vawendt.",Im 16./17. Jahrhundert nahmen Banken Münzgeld gegen Quittung in Verwahrung.,2.0,,False,
"1853 is’s Kloster Eschelbach vom Pforra ""Mißlinger"" fia Knabn begrindt worn.","1853 wurde Kloster Eschelbach von dem Pfarrer ""Mißlinger"" als Anstalt für Knaben begründet.",4.0,The dialect sentence misses details,True,
"Se ligt am ""Delaware River"" am Zendrum vo da Metropolregion ""Delaware Valley"".",Die Stadt liegt am Delaware River im Zentrum der Metropolregion Delaware Valley.,4.0,The dialect sentence misses details,False,
Da Dormitzer Forst is a gmoafreies Gebiet im middlfränkischn Landkroas Erlanga-Hächstodt.,Der Dormitzer Forst ist ein gemeindefreies Gebiet und eine Gemarkung im mittelfränkischen Landkreis Erlangen-Höchstadt.,4.0,The dialect sentence misses details,False,
Im oidn Ortskern san no sea vui historische Gebaide eahoitn wia zum Beispui des oide Rodhaus vo 1576.,Im alten Ortskern sind noch sehr viele historische Gebäude erhalten wie zum Beispiel das alte Rathaus von 1576.,5.0,,False,
Vawoitungssiez (Präfektua) is Saint-Lô.,Verwaltungssitz (Präfektur) ist Saint-Lô.,5.0,,False,
"Im Ortsgebiet vo Pistoia vabringt da Fluss insgsomt 22 km, bevoara Ferruccia (Ortstei vo Agliana) duachfliaßt.","Im Ortsgebiet von Pistoia verbringt der Fluss insgesamt 22 km, bevor er Ferruccia (Ortsteil von Agliana) durchfließt.",5.0,,False,
"Fia niedarheinische Braunkuin wean foingde untare und obare Explosionsgrenzn in Lufd ogem: UEG = 40 g/m3, OEG = 7000 g/m3.","Für niederrheinische Braunkohle werden folgende untere und obere Explosionsgrenzen in Luft angegeben: UEG = 40 g/m3, OEG = 7000 g/m3.",5.0,,False,
"Da Beziak hod a Fläche vo 664 Quadratkilometa, dovo san 105 Quadratkilometa Wossafläche.","Es hat eine Fläche von 664 Quadratkilometern, wovon 105 Quadratkilometer Wasserfläche sind.",5.0,,False,different phrasing
Konrad Nimetz (* 11. Jänner 1895 in Wean; † 10. Meaz 1956 ebndo) woa a östareichischa Politika (SPÖ) und Schlossamoasta.,Konrad Nimetz (* 11. Jänner 1895 in Wien; † 10. März 1956 ebenda) war ein österreichischer Politiker (SPÖ) und Schlossermeister.,5.0,,False,
